19QEeVsj53HVdrz8xxbPTH9HZ8xDYU3WaK-Btc_artist,2/5-Wiki Maintenance(https://bitcointalk.org/index.php?topic=34586.msg655280#msg655280)
1GSjBBamKDWzy5ynEsfKLqbBdKqV4q6c9B-Cablepair,1-General administrator,2/5-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg640074#msg640074)
1FCJgGYirQ4w2uA3rcE2zwVnD8LVwm8fbB-Cryptostocks,6-Devcoin Stock Exchange(https://bitcointalk.org/index.php?topic=34586.msg1103800#msg1103800)
18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr-Icoin,1/5-Backup Maintenance(https://bitcointalk.org/index.php?topic=34586.msg889087#msg889087),2/5-Block Explorer Maintenance(https://bitcointalk.org/index.php?topic=34586.msg1084393#msg1084393),5-Devcoin Mining Business(https://bitcointalk.org/index.php?topic=34586.msg1141002#msg1141002)
1FCJgGYirQ4w2uA3rcE2zwVnD8LVwm8fbB-Kumala,1/5-Node Maintenance(https://bitcointalk.org/index.php?topic=34586.msg645623#msg645623)
121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX-Markm,1-General administrator(vote:1, receiver file:2, accountant or auditor:1, almoner:2),2/5-Wiki Maintenance(https://bitcointalk.org/index.php?topic=34586.msg654190#msg654190),12-Devcoin Graphical Version(https://bitcointalk.org/index.php?topic=34586.msg1103778#msg1103778),4-Devcoin Stock Exchange Base(https://bitcointalk.org/index.php?topic=34586.msg1094041#msg1094041),12-Devcoin Non Mining Businesses(https://bitcointalk.org/index.php?topic=34586.msg1140975#msg1140975)
1Fhex5BvBGaChJqK75Z6MPxtK9muSsScKC-Shattienator,2/5-File Administrator,3/5-Maintenance(https://bitcointalk.org/index.php?topic=34586.msg640074#msg640074)
17vec4jQGCzMEsTnivizHPaowE715tu2CB-Unthinkingbit,1-General administrator
121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX-Knotwork,2-Word Count(http://devtome.com/doku.php?id=wiki:user:Knotwork&do=edit)
17vec4jQGCzMEsTnivizHPaowE715tu2CB-Unthinkingbit,14-Word Count(http://devtome.com/doku.php?id=wiki:user:Unthinkingbit&do=edit)
